,y_test,y_pred,price
0,0.0,-2.4160834347613234,67200
1,-14.880952380952001,2.7325028535861042,67200
2,14.903129657228,0.8172916012568818,67100
3,0.0,-0.8676734413721398,67200
4,0.0,0.06738155975480452,67200
5,0.0,2.8040447411499985,67200
6,0.0,3.702601092451429,67200
7,0.0,4.085156634590451,67200
8,-14.880952380952001,-2.2297098468921503,67200
9,0.0,1.4338262085447173,67100
10,14.903129657228,2.8693362363241763,67100
11,-14.880952380952001,-4.823705958530885,67200
12,0.0,-0.14964316850410073,67100
13,-14.903129657227002,-1.76122776540273,67100
14,0.0,3.8345541732327426,67000
15,0.0,3.7572197505873617,67000
16,14.925373134329,4.04478135641454,67000
17,0.0,-2.3863511787833214,67100
18,0.0,1.8158853349027217,67100
19,14.903129657228,-1.2218485478725156,67100
20,-44.642857142856,-3.9891429006360357,67200
21,14.947683109118,6.651737257788775,66900
22,0.0,0.20715886673943792,67000
23,29.850746268654998,0.11139568339465726,67000
24,0.0,-6.098977570568631,67200
25,-29.761904761904002,-5.178049333062622,67200
26,0.0,6.3888199996488755,67000
27,29.850746268654998,6.370958802168021,67000
28,0.0,-5.061119862769776,67200
29,-29.761904761904002,-4.926028128319903,67200
30,0.0,6.138258663912199,67000
31,0.0,6.57430789965896,67000
32,14.925373134329,6.211466886569983,67000
33,0.0,0.3099171533894724,67100
34,0.0,0.04741597350786267,67100
35,0.0,-0.015525701583487213,67100
36,0.0,-0.07816573538996861,67100
37,-14.903129657227002,-0.024478056184239972,67100
38,0.0,5.52347725047806,67000
39,-14.925373134327002,5.949818314352955,67000
40,14.947683109118,7.049145416642716,66900
41,0.0,5.3543186980634285,67000
42,0.0,5.340456554106378,67000
43,0.0,3.176848078841276,67000
44,29.850746268654998,4.54837547388668,67000
45,0.0,-5.904851342626238,67200
46,0.0,-5.86341601271111,67200
47,0.0,-5.86341601271111,67200
48,-14.880952380952001,-5.86341601271111,67200
49,0.0,-0.9385442845312001,67100
50,14.903129657228,-0.9169615828370008,67100
51,0.0,-5.832893651931968,67200
52,0.0,-6.904005033582663,67200
53,-14.880952380952001,-6.889573513574963,67200
54,0.0,-0.688911040259967,67100
55,-29.806259314456,-1.8903190983837215,67100
56,14.947683109118,6.2721728032141035,66900
57,0.0,3.481478064351012,67000
58,14.925373134329,1.0164665596382338,67000
59,-14.903129657227002,-3.8681443802210413,67100
60,0.0,0.32544398444038874,67000
61,-14.925373134327002,0.2886509623619101,67000
62,14.947683109118,4.455299224773077,66900
63,-29.850746268656998,-4.09495106427924,67000
64,29.940119760477998,6.270251278945128,66800
65,-14.925373134327002,-5.560912931474769,67000
66,0.0,-2.831888459697429,66900
67,-14.947683109117001,-3.1963141615179573,66900
68,0.0,3.5710484337122383,66800
69,14.970059880238999,3.201400843057511,66800
70,-14.947683109117001,-2.568061212166212,66900
71,0.0,3.486555280969814,66800
72,0.0,3.06167939359831,66800
73,14.970059880238999,2.7854456481276695,66800
74,-29.895366218236,-6.46074489971721,66900
75,0.0,3.363502262789063,66700
76,0.0,3.2890964599393615,66700
77,0.0,3.448133347710831,66700
78,0.0,3.458112169101654,66700
79,0.0,3.3354570503683174,66700
80,14.992503748125,6.6703210292224115,66700
81,-14.970059880238999,-1.7218966466489893,66800
82,0.0,3.6238364472182436,66700
83,0.0,3.6446014277569208,66700
84,14.992503748125,3.5302731944399994,66700
85,-14.970059880238999,-2.2640311964779487,66800
86,14.992503748125,3.597433897137167,66700
87,14.970059880238999,-1.6788088721022516,66800
88,0.0,-5.60542476024425,66900
89,-14.947683109117001,-4.53748870967387,66900
90,-14.970059880238999,0.623289767855388,66800
91,0.0,6.528246186070585,66700
92,14.992503748125,6.362314323429253,66700
93,14.970059880238999,-1.2096545853199288,66800
94,-29.895366218236,-5.347782703080593,66900
95,29.985007496251,5.012602882354229,66700
96,0.0,-4.189004522148406,66900
97,0.0,-0.1574866310641418,66900
98,0.0,3.329261469603669,66900
99,-29.895366218236,-4.30891885361313,66900
100,0.0,5.5446065475955,66700
101,29.985007496251,5.012602882354229,66700
102,0.0,2.3812013601099196,66900
103,0.0,2.762556603114813,66900
104,0.0,2.442558711520924,66900
105,0.0,-3.601025557484131,66900
106,0.0,-3.0686490068294043,66900
107,0.0,-4.274208462150447,66900
108,-14.947683109117001,-1.034757327747538,66900
109,0.0,5.147123258215657,66800
110,0.0,5.730832221515896,66800
111,14.970059880238999,7.115288161177154,66800
112,0.0,3.102901377949218,66900
113,0.0,2.5086499149483537,66900
114,0.0,2.357697089350474,66900
115,0.0,2.2802691316775228,66900
116,0.0,3.0164442813831527,66900
117,0.0,2.660433331152639,66900
118,14.947683109118,2.7345190761724933,66900
119,0.0,-2.287117544003231,67000
120,-14.925373134327002,-1.8447226773675238,67000
121,14.947683109118,3.122091898809844,66900
122,-14.925373134327002,-2.14084036418913,67000
123,0.0,2.989459593862333,66900
