appl_seq_num,price,order_qty,side,transact_time,order_type,bid_appl_seq_num,offer_appl_seq_num
16108976,77800,500000,2,20200110145018600,2,,
16110699,76800,180000,1,20200110145019610,2,,
16110700,76800,180000,,20200110145019610,F,16110699,16089085
16112776,0,500000,,20200110145021200,4,15181484,0
16115975,76800,100000,1,20200110145023340,2,,
16115976,76800,100000,,20200110145023340,F,16115975,16089085
16116038,75500,30000,1,20200110145023410,2,,
16116229,76800,30000,1,20200110145023570,2,,
16116230,76800,30000,,20200110145023570,F,16116229,16089085
16116369,0,500000,,20200110145023700,4,14979089,0
16118051,0,2010000,,20200110145024830,4,0,211012
16118133,76800,40000,1,20200110145024880,2,,
16118134,76800,40000,,20200110145024880,F,16118133,16089085
16120183,76700,40000,1,20200110145026220,2,,
16120971,0,3000000,,20200110145026830,4,6406191,0
16121092,77000,90000,2,20200110145026920,2,,
16121662,76800,50000,2,20200110145027290,2,,
16123986,77000,20000,1,20200110145028740,2,,
16123987,76800,20000,,20200110145028740,F,16123986,16089085
16124651,0,30000,,20200110145029370,4,16116038,0
16125071,76400,500000,1,20200110145029750,2,,
16125616,76800,10000,1,20200110145030190,2,,
16125617,76800,10000,,20200110145030190,F,16125616,16089085
16125786,77300,80000,1,20200110145030290,2,,
16125787,76800,80000,,20200110145030290,F,16125786,16089085
16128312,76800,50000,2,20200110145032130,2,,
16129728,76900,40000,1,20200110145033120,2,,
16129729,76800,40000,,20200110145033120,F,16129728,16089085
16133079,76900,40000,1,20200110145035140,2,,
16133080,76800,40000,,20200110145035140,F,16133079,16089085
16133256,76800,390000,1,20200110145035260,2,,
16133257,76800,390000,,20200110145035260,F,16133256,16089085
16133371,76700,20000000,2,20200110145035340,2,,
16133372,76700,19990000,,20200110145035340,F,14924919,16133371
16133373,76700,10000,,20200110145035340,F,14929237,16133371
16133695,0,170000,,20200110145035560,4,13600284,0
16134267,76800,10000,1,20200110145035920,2,,
16134268,76800,10000,,20200110145035920,F,16134267,16089085
16134439,76400,100000,1,20200110145036080,2,,
16134441,76700,160000,2,20200110145036080,2,,
16134442,76700,160000,,20200110145036080,F,14929237,16134441
16134462,76800,140000,1,20200110145036090,2,,
16134463,76800,140000,,20200110145036090,F,16134462,16089085
16134476,0,300000,,20200110145036110,4,0,15850603
16134531,76700,70000,1,20200110145036160,2,,
16134543,76700,50000,1,20200110145036160,2,,
16134559,76700,120000,1,20200110145036170,2,,
16134604,76600,300000,2,20200110145036210,2,,
16134605,76700,300000,,20200110145036210,F,14929237,16134604
16136349,76700,10000,2,20200110145037110,2,,
16136350,76700,10000,,20200110145037110,F,14929237,16136349
16136356,76700,10000,2,20200110145037120,2,,
16136357,76700,10000,,20200110145037120,F,14929237,16136356
16136400,76700,40000,2,20200110145037150,2,,
16136401,76700,40000,,20200110145037150,F,14929237,16136400
16136489,0,40000,,20200110145037190,4,0,15112296
16136524,76700,20000,2,20200110145037220,2,,
16136525,76700,20000,,20200110145037220,F,14929237,16136524
16136536,0,10000,,20200110145037230,4,16097000,0
16136570,0,60000,,20200110145037240,4,15765985,0
16136577,0,10000,,20200110145037250,4,15510806,0
16136593,0,120000,,20200110145037270,4,15753901,0
16136595,76700,20000,2,20200110145037270,2,,
16136596,76700,20000,,20200110145037270,F,14929237,16136595
16136623,76700,10000,2,20200110145037280,2,,
16136624,76700,10000,,20200110145037280,F,14929237,16136623
16136625,0,40000,,20200110145037280,4,16091771,0
16136676,0,10000,,20200110145037310,4,16097304,0
16136681,76700,10000,1,20200110145037320,2,,
16136713,76700,20000,1,20200110145037350,2,,
16136749,76600,30000,1,20200110145037370,2,,
16137734,76800,730000,2,20200110145038080,2,,
16137819,76700,10000,2,20200110145038150,2,,
16137820,76700,10000,,20200110145038150,F,14929237,16137819
16138289,76400,180000,1,20200110145038490,2,,
16139233,77000,40000,1,20200110145039270,2,,
16139234,76800,40000,,20200110145039270,F,16139233,16089085
16139725,0,70000,,20200110145039530,4,0,16103759
16139930,77000,200000,2,20200110145039640,2,,
16140886,76700,10000,2,20200110145040150,2,,
16140887,76700,10000,,20200110145040150,F,14929237,16140886
16140960,76600,10000,1,20200110145040190,2,,
16144426,0,20000,,20200110145042800,4,0,16072850
16144926,75500,30000,1,20200110145043140,2,,
16144999,76700,10000,2,20200110145043180,2,,
16145000,76700,10000,,20200110145043180,F,14929237,16144999
16145409,76700,200000,1,20200110145043410,2,,
16148778,76600,340000,1,20200110145046030,2,,
16149365,76700,40000,1,20200110145046500,2,,
16150466,76600,400000,1,20200110145047360,2,,
16150702,76600,330000,1,20200110145047540,2,,
16150894,76900,300000,2,20200110145047730,2,,
16153067,76400,490000,1,20200110145049490,2,,
16154414,77000,50000,1,20200110145050550,2,,
16154415,76800,50000,,20200110145050550,F,16154414,16089085
16156055,76700,10000,1,20200110145051740,2,,
16157120,76600,210000,1,20200110145052500,2,,
16157208,76700,80000,2,20200110145052560,2,,
16157209,76700,80000,,20200110145052560,F,14929237,16157208
16157510,76900,100000,1,20200110145052810,2,,
16157511,76800,100000,,20200110145052810,F,16157510,16089085
16157951,76700,10000000,2,20200110145053160,2,,
16157952,76700,310000,,20200110145053160,F,14929237,16157951
16157953,76700,150000,,20200110145053160,F,14970152,16157951
16157954,76700,150000,,20200110145053160,F,14981008,16157951
16157955,76700,100000,,20200110145053160,F,15190018,16157951
16157956,76700,200000,,20200110145053160,F,15353479,16157951
16157957,76700,290000,,20200110145053160,F,15357970,16157951
16157958,76700,1130000,,20200110145053160,F,15536200,16157951
16157959,76700,250000,,20200110145053160,F,15672807,16157951
16157960,76700,10000,,20200110145053160,F,15759962,16157951
16157961,76700,40000,,20200110145053160,F,16074987,16157951
16157962,76700,370000,,20200110145053160,F,16075076,16157951
16157963,76700,10000,,20200110145053160,F,16099221,16157951
16157964,76700,10000,,20200110145053160,F,16099268,16157951
16157965,76700,40000,,20200110145053160,F,16120183,16157951
16157966,76700,70000,,20200110145053160,F,16134531,16157951
16157967,76700,50000,,20200110145053160,F,16134543,16157951
16157968,76700,120000,,20200110145053160,F,16134559,16157951
16157969,76700,10000,,20200110145053160,F,16136681,16157951
16157970,76700,20000,,20200110145053160,F,16136713,16157951
16157971,76700,200000,,20200110145053160,F,16145409,16157951
16157972,76700,40000,,20200110145053160,F,16149365,16157951
16157973,76700,10000,,20200110145053160,F,16156055,16157951
16158045,76600,120000,1,20200110145053250,2,,
16158166,76400,3000000,1,20200110145053350,2,,
16158962,0,40000,,20200110145054010,4,0,16089356
16159154,76700,10000,1,20200110145054160,2,,
16159155,76700,10000,,20200110145054160,F,16159154,16157951
16159285,76800,40000,2,20200110145054230,2,,
16159374,77200,70000,1,20200110145054280,2,,
16159375,76700,70000,,20200110145054280,F,16159374,16157951
16159571,76600,100000,1,20200110145054410,2,,
16160586,76700,90000,2,20200110145055000,2,,
16160861,76500,50000,1,20200110145055180,2,,
16160862,76500,120000,1,20200110145055180,2,,
16161787,0,100000,,20200110145055810,4,8411218,0
16161941,0,300000,,20200110145055940,4,7612942,0
16162360,76700,40000,2,20200110145056230,2,,
16162361,0,40000,,20200110145056230,4,0,16159285
16162521,76600,200000,1,20200110145056400,2,,
16163334,0,40000,,20200110145057040,4,0,16094423
16163336,76700,90000,2,20200110145057040,2,,
16163565,76100,10000,2,20200110145057230,2,,
16163566,76600,10000,,20200110145057230,F,14691130,16163565
16163624,0,10000,,20200110145057280,4,0,15658109
16163625,76700,50000,2,20200110145057280,2,,
16163626,0,10000,,20200110145057280,4,0,15845054
16164587,76700,20000,2,20200110145057940,2,,
16165051,76600,10000,1,20200110145058170,2,,
16165065,76500,10000,1,20200110145058180,2,,
16165158,0,10000,,20200110145058270,4,16165065,0
16165159,76600,230000,1,20200110145058270,2,,
16165254,76600,930000,1,20200110145058350,2,,
